Population,Latitude,Longitude,Year_start,Year_end,Temperature,Sex,Replicate_vial,Wing_thorax_ratio
Ballina,-28.75,153.52,2008,2008,18,male,3,2.40
Ballina,-28.75,153.52,2008,2008,18,male,3,2.36
Ballina,-28.75,153.52,2008,2008,18,male,3,2.37
Ballina,-28.75,153.52,2008,2008,25,female,1,2.11
Ballina,-28.75,153.52,2008,2008,25,female,1,2.14
Ballina,-28.75,153.52,2008,2008,25,female,1,2.08
Ballina,-28.75,153.52,2008,2008,25,female,1,2.03
Ballina,-28.75,153.52,2008,2008,25,female,1,2.14
Ballina,-28.75,153.52,2008,2008,25,female,1,2.14
Ballina,-28.75,153.52,2008,2008,25,female,1,2.06
Ballina,-28.75,153.52,2008,2008,25,female,1,2.14
Ballina,-28.75,153.52,2008,2008,25,female,1,2.04
Ballina,-28.75,153.52,2008,2008,25,female,2,2.06
Ballina,-28.75,153.52,2008,2008,25,female,2,1.98
Ballina,-28.75,153.52,2008,2008,25,female,2,2.13
Ballina,-28.75,153.52,2008,2008,25,female,2,2.11
Ballina,-28.75,153.52,2008,2008,25,female,2,2.03
Ballina,-28.75,153.52,2008,2008,25,female,2,2.05
Ballina,-28.75,153.52,2008,2008,25,female,2,1.99
Ballina,-28.75,153.52,2008,2008,25,female,2,2.18
Ballina,-28.75,153.52,2008,2008,25,female,2,2.05
Ballina,-28.75,153.52,2008,2008,25,female,3,2.08
Ballina,-28.75,153.52,2008,2008,25,female,3,2.11
Ballina,-28.75,153.52,2008,2008,25,female,3,2.06
Ballina,-28.75,153.52,2008,2008,25,female,3,2.05
Ballina,-28.75,153.52,2008,2008,25,female,3,2.02
Ballina,-28.75,153.52,2008,2008,25,female,3,1.98
Ballina,-28.75,153.52,2008,2008,25,female,3,2.13
Ballina,-28.75,153.52,2008,2008,25,female,3,2.04
Ballina,-28.75,153.52,2008,2008,25,female,3,1.97
Ballina,-28.75,153.52,2008,2008,25,male,1,2.00
Ballina,-28.75,153.52,2008,2008,25,male,1,2.07
Ballina,-28.75,153.52,2008,2008,25,male,1,2.13
Ballina,-28.75,153.52,2008,2008,25,male,1,2.18
Ballina,-28.75,153.52,2008,2008,25,male,1,2.17
Ballina,-28.75,153.52,2008,2008,25,male,1,2.23
Ballina,-28.75,153.52,2008,2008,25,male,1,2.17
Ballina,-28.75,153.52,2008,2008,25,male,1,2.19
Ballina,-28.75,153.52,2008,2008,25,male,1,2.12
Ballina,-28.75,153.52,2008,2008,25,male,1,2.26
Ballina,-28.75,153.52,2008,2008,25,male,2,1.97
Ballina,-28.75,153.52,2008,2008,25,male,2,2.07
Ballina,-28.75,153.52,2008,2008,25,male,2,2.05
Ballina,-28.75,153.52,2008,2008,25,male,2,2.16
Ballina,-28.75,153.52,2008,2008,25,male,2,2.20
Ballina,-28.75,153.52,2008,2008,25,male,2,2.16
Ballina,-28.75,153.52,2008,2008,25,male,2,2.14
Ballina,-28.75,153.52,2008,2008,25,male,2,2.11
Ballina,-28.75,153.52,2008,2008,25,male,2,2.16
Ballina,-28.75,153.52,2008,2008,25,male,3,1.98
Ballina,-28.75,153.52,2008,2008,25,male,3,2.06
Ballina,-28.75,153.52,2008,2008,25,male,3,2.06
Ballina,-28.75,153.52,2008,2008,25,male,3,2.06
Ballina,-28.75,153.52,2008,2008,25,male,3,1.97
Ballina,-28.75,153.52,2008,2008,25,male,3,2.06
Ballina,-28.75,153.52,2008,2008,25,male,3,2.07
Ballina,-28.75,153.52,2008,2008,25,male,3,2.10
Ballina,-28.75,153.52,2008,2008,25,male,3,2.01
Ballina,-28.75,153.52,2008,2008,29,female,1,2.13
Ballina,-28.75,153.52,2008,2008,29,female,1,2.03
Ballina,-28.75,153.52,2008,2008,29,female,1,2.11
Ballina,-28.75,153.52,2008,2008,29,female,1,2.08
Ballina,-28.75,153.52,2008,2008,29,female,1,1.99
Ballina,-28.75,153.52,2008,2008,29,female,1,2.12
Ballina,-28.75,153.52,2008,2008,29,female,1,2.05
Ballina,-28.75,153.52,2008,2008,29,female,1,2.06
Ballina,-28.75,153.52,2008,2008,29,female,1,2.09
Ballina,-28.75,153.52,2008,2008,29,female,2,2.07
Ballina,-28.75,153.52,2008,2008,29,female,2,2.04
Ballina,-28.75,153.52,2008,2008,29,female,2,2.06
Ballina,-28.75,153.52,2008,2008,29,female,2,2.08
Ballina,-28.75,153.52,2008,2008,29,female,2,2.09
Ballina,-28.75,153.52,2008,2008,29,female,2,2.03
Ballina,-28.75,153.52,2008,2008,29,female,2,2.09
Ballina,-28.75,153.52,2008,2008,29,female,2,2.02
Ballina,-28.75,153.52,2008,2008,29,female,2,2.04
Ballina,-28.75,153.52,2008,2008,29,female,2,2.09
Ballina,-28.75,153.52,2008,2008,29,female,3,2.05
Ballina,-28.75,153.52,2008,2008,29,female,3,2.13
Ballina,-28.75,153.52,2008,2008,29,female,3,2.02
Ballina,-28.75,153.52,2008,2008,29,female,3,2.04
Ballina,-28.75,153.52,2008,2008,29,female,3,2.04
Ballina,-28.75,153.52,2008,2008,29,female,3,2.22
Ballina,-28.75,153.52,2008,2008,29,female,3,2.07
Ballina,-28.75,153.52,2008,2008,29,female,3,2.13
Ballina,-28.75,153.52,2008,2008,29,female,3,2.04
Ballina,-28.75,153.52,2008,2008,29,female,3,2.04
Ballina,-28.75,153.52,2008,2008,29,male,1,2.00
Ballina,-28.75,153.52,2008,2008,29,male,1,2.08
Ballina,-28.75,153.52,2008,2008,29,male,1,2.13
Ballina,-28.75,153.52,2008,2008,29,male,1,2.05
Ballina,-28.75,153.52,2008,2008,29,male,1,2.09
Ballina,-28.75,153.52,2008,2008,29,male,1,1.97
Ballina,-28.75,153.52,2008,2008,29,male,1,2.04
Ballina,-28.75,153.52,2008,2008,29,male,1,2.10
Ballina,-28.75,153.52,2008,2008,29,male,1,2.06
Ballina,-28.75,153.52,2008,2008,29,male,1,1.98
Ballina,-28.75,153.52,2008,2008,29,male,2,2.12
Ballina,-28.75,153.52,2008,2008,29,male,2,2.04
Ballina,-28.75,153.52,2008,2008,29,male,2,1.99
Ballina,-28.75,153.52,2008,2008,29,male,2,2.09
Ballina,-28.75,153.52,2008,2008,29,male,2,2.02
Ballina,-28.75,153.52,2008,2008,29,male,2,1.97
Ballina,-28.75,153.52,2008,2008,29,male,2,2.07
Ballina,-28.75,153.52,2008,2008,29,male,2,2.12
Ballina,-28.75,153.52,2008,2008,29,male,2,2.10
Ballina,-28.75,153.52,2008,2008,29,male,2,2.04
Ballina,-28.75,153.52,2008,2008,29,male,3,1.96
Ballina,-28.75,153.52,2008,2008,29,male,3,2.18
Ballina,-28.75,153.52,2008,2008,29,male,3,2.06
Ballina,-28.75,153.52,2008,2008,29,male,3,2.08
Ballina,-28.75,153.52,2008,2008,29,male,3,2.04
Ballina,-28.75,153.52,2008,2008,29,male,3,2.13
Ballina,-28.75,153.52,2008,2008,29,male,3,1.96
Ballina,-28.75,153.52,2008,2008,29,male,3,2.12
Ballina,-28.75,153.52,2008,2008,29,male,3,2.04
Ballina,-28.75,153.52,2008,2008,29,male,3,2.05
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,1,2.36
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,1,2.40
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,1,2.32
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,1,2.32
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,1,2.39
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,1,2.28
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,1,2.29
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,1,2.28
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,1,2.31
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,1,2.29
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,2,2.26
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,2,2.37
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,2,2.37
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,2,2.37
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,2,2.29
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,2,2.33
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,2,2.32
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,2,2.25
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,2,2.37
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,2,2.17
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,3,2.29
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,3,2.24
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,3,2.24
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,3,2.39
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,3,2.25
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,3,2.38
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,3,2.33
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,3,2.23
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,3,2.39
Coffs_Harbour,-30.37,153.03,2008,2008,18,female,3,2.33
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,1,2.35
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,1,2.37
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,1,2.31
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,1,2.30
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,1,2.23
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,1,2.36
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,1,2.31
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,1,2.29
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,1,2.38
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,1,2.28
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,2,2.40
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,2,2.31
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,2,2.28
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,2,2.30
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,2,2.26
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,2,2.40
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,2,2.30
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,2,2.37
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,2,2.38
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,2,2.35
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,3,2.41
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,3,2.29
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,3,2.30
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,3,2.32
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,3,2.34
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,3,2.37
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,3,2.22
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,3,2.32
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,3,2.34
Coffs_Harbour,-30.37,153.03,2008,2008,18,male,3,2.28
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,1,2.16
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,1,2.01
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,1,2.06
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,1,2.15
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,1,2.11
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,1,2.16
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,1,2.16
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,1,2.06
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,2,2.16
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,2,2.09
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,2,2.14
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,2,2.10
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,2,2.12
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,2,2.10
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,2,2.22
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,2,2.14
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,3,2.13
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,3,2.19
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,3,2.09
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,3,2.27
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,3,2.29
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,3,2.13
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,3,2.23
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,3,2.14
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,3,2.18
Coffs_Harbour,-30.37,153.03,2008,2008,25,female,3,2.17
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,1,2.06
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,1,2.09
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,1,2.03
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,1,2.05
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,1,2.08
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,1,2.05
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,1,2.08
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,1,2.05
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,1,2.01
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,1,2.05
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,2,2.10
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,2,2.13
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,2,2.31
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,2,2.21
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,2,2.22
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,2,2.12
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,3,2.20
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,3,2.19
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,3,2.15
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,3,2.16
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,3,2.45
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,3,2.26
Coffs_Harbour,-30.37,153.03,2008,2008,25,male,3,2.17
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,2.06
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,2.00
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,2.07
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,2.14
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,2.29
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,2.04
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,2.09
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,2.11
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,2.10
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,2.12
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,2.14
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,2.15
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,2.07
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,2.08
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,2.20
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,2.17
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,2.09
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,2.15
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,2.10
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,2.15
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,2.13
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,2.12
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,2.06
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,2.26
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,2.07
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,2.05
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,2.13
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,2.18
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,2.12
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,2.21
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,2.18
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,2.10
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,2.13
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,2.13
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,2.10
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,2.15
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,2.04
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,2.09
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,2.17
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,2.14
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,2.17
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,2.20
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,2.18
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,2.12
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,2.08
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,2.21
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,2.11
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,2.18
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,2.07
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,2.07
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,2.20
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,2.17
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,2.15
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,2.10
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,2.16
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,2.07
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,2.03
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,2.11
Gosford,-33.28,151.20,2008,2008,18,female,1,2.30
Gosford,-33.28,151.20,2008,2008,18,female,1,2.34
Gosford,-33.28,151.20,2008,2008,18,female,1,2.36
Gosford,-33.28,151.20,2008,2008,18,female,1,2.29
Gosford,-33.28,151.20,2008,2008,18,female,1,2.24
Gosford,-33.28,151.20,2008,2008,18,female,1,2.35
Gosford,-33.28,151.20,2008,2008,18,female,1,2.33
Gosford,-33.28,151.20,2008,2008,18,female,1,2.30
Gosford,-33.28,151.20,2008,2008,18,female,1,2.35
Gosford,-33.28,151.20,2008,2008,18,female,1,2.32
Gosford,-33.28,151.20,2008,2008,18,female,2,2.30
Gosford,-33.28,151.20,2008,2008,18,female,2,2.34
Gosford,-33.28,151.20,2008,2008,18,female,2,2.25
Gosford,-33.28,151.20,2008,2008,18,female,2,2.33
Gosford,-33.28,151.20,2008,2008,18,female,2,2.30
Gosford,-33.28,151.20,2008,2008,18,female,2,2.30
Gosford,-33.28,151.20,2008,2008,18,female,2,2.30
Gosford,-33.28,151.20,2008,2008,18,female,2,2.37
Gosford,-33.28,151.20,2008,2008,18,female,2,2.31
Gosford,-33.28,151.20,2008,2008,18,female,2,2.33
Gosford,-33.28,151.20,2008,2008,18,female,3,2.31
Gosford,-33.28,151.20,2008,2008,18,female,3,2.32
Gosford,-33.28,151.20,2008,2008,18,female,3,2.29
Gosford,-33.28,151.20,2008,2008,18,female,3,2.34
Gosford,-33.28,151.20,2008,2008,18,female,3,2.34
Gosford,-33.28,151.20,2008,2008,18,female,3,2.30
Gosford,-33.28,151.20,2008,2008,18,female,3,2.28
Gosford,-33.28,151.20,2008,2008,18,female,3,2.23
Gosford,-33.28,151.20,2008,2008,18,female,3,2.23
Gosford,-33.28,151.20,2008,2008,18,female,3,2.32
Gosford,-33.28,151.20,2008,2008,18,male,1,2.44
Gosford,-33.28,151.20,2008,2008,18,male,1,2.36
Gosford,-33.28,151.20,2008,2008,18,male,1,2.31
Gosford,-33.28,151.20,2008,2008,18,male,1,2.32
Gosford,-33.28,151.20,2008,2008,18,male,1,2.46
Gosford,-33.28,151.20,2008,2008,18,male,1,2.45
Gosford,-33.28,151.20,2008,2008,18,male,1,2.31
Gosford,-33.28,151.20,2008,2008,18,male,1,2.32
Gosford,-33.28,151.20,2008,2008,18,male,1,2.31
Gosford,-33.28,151.20,2008,2008,18,male,1,2.35
Gosford,-33.28,151.20,2008,2008,18,male,2,2.27
Gosford,-33.28,151.20,2008,2008,18,male,2,2.34
Gosford,-33.28,151.20,2008,2008,18,male,2,2.33
Gosford,-33.28,151.20,2008,2008,18,male,2,2.31
Gosford,-33.28,151.20,2008,2008,18,male,2,2.31
Gosford,-33.28,151.20,2008,2008,18,male,2,2.27
Gosford,-33.28,151.20,2008,2008,18,male,2,2.33
Gosford,-33.28,151.20,2008,2008,18,male,2,2.34
Gosford,-33.28,151.20,2008,2008,18,male,2,2.36
Gosford,-33.28,151.20,2008,2008,18,male,2,2.39
Gosford,-33.28,151.20,2008,2008,18,male,3,2.42
Gosford,-33.28,151.20,2008,2008,18,male,3,2.38
Gosford,-33.28,151.20,2008,2008,18,male,3,2.38
Gosford,-33.28,151.20,2008,2008,18,male,3,2.43
Gosford,-33.28,151.20,2008,2008,18,male,3,2.33
Gosford,-33.28,151.20,2008,2008,18,male,3,2.47
Gosford,-33.28,151.20,2008,2008,18,male,3,2.27
Gosford,-33.28,151.20,2008,2008,18,male,3,2.44
Gosford,-33.28,151.20,2008,2008,18,male,3,2.42
Gosford,-33.28,151.20,2008,2008,25,female,1,2.16
Gosford,-33.28,151.20,2008,2008,25,female,1,2.00
Gosford,-33.28,151.20,2008,2008,25,female,1,2.04
Gosford,-33.28,151.20,2008,2008,25,female,1,2.12
Gosford,-33.28,151.20,2008,2008,25,female,1,2.09
Gosford,-33.28,151.20,2008,2008,25,female,1,2.06
Gosford,-33.28,151.20,2008,2008,25,female,1,1.98
Gosford,-33.28,151.20,2008,2008,25,female,1,2.02
Gosford,-33.28,151.20,2008,2008,25,female,1,2.03
Gosford,-33.28,151.20,2008,2008,25,female,1,2.06
Gosford,-33.28,151.20,2008,2008,25,female,3,2.07
Gosford,-33.28,151.20,2008,2008,25,female,3,2.12
Gosford,-33.28,151.20,2008,2008,25,female,3,2.14
Gosford,-33.28,151.20,2008,2008,25,female,3,2.15
Gosford,-33.28,151.20,2008,2008,25,female,3,2.04
Gosford,-33.28,151.20,2008,2008,25,female,3,2.08
Gosford,-33.28,151.20,2008,2008,25,female,3,2.09
Gosford,-33.28,151.20,2008,2008,25,female,3,2.18
Gosford,-33.28,151.20,2008,2008,25,male,1,2.02
Gosford,-33.28,151.20,2008,2008,25,male,1,2.12
Gosford,-33.28,151.20,2008,2008,25,male,1,2.12
Gosford,-33.28,151.20,2008,2008,25,male,1,2.03
Gosford,-33.28,151.20,2008,2008,25,male,1,2.09
Gosford,-33.28,151.20,2008,2008,25,male,1,2.08
Gosford,-33.28,151.20,2008,2008,25,male,1,2.14
Gosford,-33.28,151.20,2008,2008,25,male,1,2.15
Gosford,-33.28,151.20,2008,2008,25,male,1,2.15
Gosford,-33.28,151.20,2008,2008,25,male,3,2.08
Gosford,-33.28,151.20,2008,2008,25,male,3,2.16
Gosford,-33.28,151.20,2008,2008,25,male,3,2.17
Gosford,-33.28,151.20,2008,2008,25,male,3,2.09
Gosford,-33.28,151.20,2008,2008,25,male,3,2.26
Gosford,-33.28,151.20,2008,2008,25,male,3,2.12
Gosford,-33.28,151.20,2008,2008,25,male,3,2.18
Gosford,-33.28,151.20,2008,2008,25,male,3,2.19
Gosford,-33.28,151.20,2008,2008,25,male,3,2.18
Gosford,-33.28,151.20,2008,2008,29,female,3,2.11
Gosford,-33.28,151.20,2008,2008,29,female,3,2.15
Gosford,-33.28,151.20,2008,2008,29,female,3,2.09
Gosford,-33.28,151.20,2008,2008,29,female,3,2.14
Gosford,-33.28,151.20,2008,2008,29,female,3,2.08
Gosford,-33.28,151.20,2008,2008,29,female,3,2.17
Gosford,-33.28,151.20,2008,2008,29,female,3,2.07
Gosford,-33.28,151.20,2008,2008,29,female,3,2.12
Gosford,-33.28,151.20,2008,2008,29,female,3,2.11
Gosford,-33.28,151.20,2008,2008,29,female,3,2.14
Gosford,-33.28,151.20,2008,2008,29,male,3,2.20
Gosford,-33.28,151.20,2008,2008,29,male,3,2.04
Gosford,-33.28,151.20,2008,2008,29,male,3,2.14
Gosford,-33.28,151.20,2008,2008,29,male,3,2.06
Gosford,-33.28,151.20,2008,2008,29,male,3,2.19
Gosford,-33.28,151.20,2008,2008,29,male,3,2.15
Gosford,-33.28,151.20,2008,2008,29,male,3,2.12
Gosford,-33.28,151.20,2008,2008,29,male,3,2.09
Gosford,-33.28,151.20,2008,2008,29,male,3,2.15
Gosford,-33.28,151.20,2008,2008,29,male,3,2.25
Crooked_River,-34.73,150.80,2008,2008,18,female,1,2.38
Crooked_River,-34.73,150.80,2008,2008,18,female,1,2.36
Crooked_River,-34.73,150.80,2008,2008,18,female,1,2.28
Crooked_River,-34.73,150.80,2008,2008,18,female,1,2.24
Crooked_River,-34.73,150.80,2008,2008,18,female,1,2.26
Crooked_River,-34.73,150.80,2008,2008,18,female,1,2.33
Crooked_River,-34.73,150.80,2008,2008,18,female,1,2.34
Crooked_River,-34.73,150.80,2008,2008,18,female,1,2.34
Crooked_River,-34.73,150.80,2008,2008,18,female,1,2.23
Crooked_River,-34.73,150.80,2008,2008,18,female,1,2.35
Crooked_River,-34.73,150.80,2008,2008,18,female,2,2.28
Crooked_River,-34.73,150.80,2008,2008,18,female,2,2.33
Crooked_River,-34.73,150.80,2008,2008,18,female,2,2.35
Crooked_River,-34.73,150.80,2008,2008,18,female,2,2.26
Crooked_River,-34.73,150.80,2008,2008,18,female,2,2.33
Crooked_River,-34.73,150.80,2008,2008,18,female,2,2.36
Crooked_River,-34.73,150.80,2008,2008,18,female,2,2.22
Crooked_River,-34.73,150.80,2008,2008,18,female,2,2.41
Crooked_River,-34.73,150.80,2008,2008,18,female,3,2.28
Crooked_River,-34.73,150.80,2008,2008,18,female,3,2.25
Crooked_River,-34.73,150.80,2008,2008,18,female,3,2.32
Crooked_River,-34.73,150.80,2008,2008,18,female,3,2.30
Crooked_River,-34.73,150.80,2008,2008,18,female,3,2.44
Crooked_River,-34.73,150.80,2008,2008,18,female,3,2.36
Crooked_River,-34.73,150.80,2008,2008,18,female,3,2.27
Crooked_River,-34.73,150.80,2008,2008,18,female,3,2.31
Crooked_River,-34.73,150.80,2008,2008,18,female,3,2.32
Crooked_River,-34.73,150.80,2008,2008,18,female,3,2.30
Crooked_River,-34.73,150.80,2008,2008,18,male,1,2.32
Crooked_River,-34.73,150.80,2008,2008,18,male,1,2.39
Crooked_River,-34.73,150.80,2008,2008,18,male,1,2.38
Crooked_River,-34.73,150.80,2008,2008,18,male,1,2.30
Crooked_River,-34.73,150.80,2008,2008,18,male,1,2.33
Crooked_River,-34.73,150.80,2008,2008,18,male,1,2.26
Crooked_River,-34.73,150.80,2008,2008,18,male,1,2.49
